241;Cautivar [Enthrall] ;Tejes una cadena de palabras con el objetivo de distraer, provocando que criaturas de tu elección que puedas ver dentro del alcance y te puedan oír realicen una tirada de salvación de Sabiduría. Cualquier criatura que no pueda ser encantada supera esta tirada de salvación automáticamente, y si tú o tus compañeros estáis luchando contra la criatura, ésta tiene ventaja en la salvación. Con una salvación fallida, el objetivo tiene desventaja en las pruebas de Sabiduría (Percepción) realizadas para percibir cualquier criatura que no seas tú hasta que finalice el conjuro o hasta que el objetivo no pueda oírte. El conjuro finaliza si quedas incapacitado o no puedes hablar ;;60;1;1;0;;0;0;1 Accion;5;2;1 minuto
242;Cautiverio [Imprisonment] ;"Creas unas mágicas ataduras que retienen una criatura que puedas ver dentro del alcance. El objetivo debe superar una tirada de salvación de Sabiduría o ser aprisionado por el conjuro; si tiene éxito, este se vuelve inmune si tratas de lanzar el conjuro de nuevo contra él. Mientras este afectado por el conjuro, la criatura no necesita respirar, comer, o beber, y no envejece. Conjuros de adivinación no pueden localizar o sentir al objetivo<br>Cuando lanzas este conjuro, eliges una de las siguientes formas de cautiverio.<br><b>Entierro:</b>El objetivo es sepultado profundamente en la tierra dentro de una esfera de fuerza mágica que es lo suficientemente grande para mantener al objetivo. Nada puede pasar a través de la esfera, ni pueden teletransportarse o usar viaje planar para llegar dentro de esta.<br>El componente especial para esta versión del conjuro es un orbe pequeño de mitral.<br><b>Encadenar:</b> Pesadas cadenas, firmemente arraigadas en el suelo, inmovilizan al objetivo en el lugar. El objetivo es neutralizado hasta que el conjuro finalice, y no puede moverse o ser movido por algo hasta entonces.<br>El componente especial para esta versión del conjuro es una cadena fina de metal precioso.<br><b>Prisión cubierta:</b> El conjuro transporta al objetivo a un pequeño semiplano protegido contra teletransportación y viaje planar. El semiplano puede ser un laberinto, una jaula, una torre, o una estructura confinada o área similar de tu preferencia.<br>El componente especial para esta versión del conjuro es una pequeña prisión hecha de jade<br><b>Contención mínima:</b> El objetivo es reducido hasta tener una altura de 1 pulgada (2,54 cm) y es encerrado en el interior de una gema u objeto similar. La luz puede pasar normalmente a través de la gema (permitiendo al objetivo ver al exterior y a otras criaturas ver en el interior), pero nada más puede pasar a través de esta, incluso por formas de teletransportacion o viaje planar. La gema no puede ser cortada o rota mientras el conjuro mantenga su efecto.<br>El componente especial para esta versión del conjuro es una gema larga y transparente, como un corindón, un diamante o un rubí.<br><b>Inactividad:</b> El objetivo cae dormido y no puede ser despertado. El componente especial para esta versión del conjuro consiste en raras hierbas soporíferas.<br><b>Finalizando el conjuro:</b> Durante el lanzamiento de este conjuro, en cualquiera de sus versiones, puedes especificar una condición que puede causar que el conjuro finalice y libere al objetivo. La condición puede ser específica o tan elaborada como prefieras, pero el DM debe aprobar que la condición sea razonable y tenga probabilidades de ocurrir. Las condiciones se pueden basar en el nombre de la criatura, su identidad, su deidad pero por lo demás deben basarse en acciones o cualidades observables y no basadas en cosas intangibles como el nivel, la clase, o los Puntos de Golpe.<br>Un conjuro de disipar magia [dispel magic] puede terminar el conjuro solo si es lanzado como un conjuro de nivel 9, seleccionando ya sea la prisión o el componente especial que se utilizó para crearlo.<br>Puedes usar un componente especial en particular para crear una prisión a la vez. Si lanzas el conjuro de nuevo utilizando el mismo componente, el objetivo del primer conjuro es inmediatamente liberado de sus ataduras.";;30;1;1;1;una ilustración en vitela o una estatuilla tallada con un parecido al objetivo, y un componente especial que varía de acuerdo a la versión del conjuro que elijas, con un valor mínimo de 500 po por dado de golpe del objetivo;0;0;1 minuto;3;9;hasta que se disipa
243;Ceguera/Sordera [Blindness/Deafness] ;Puedes cegar o dejar sordo a un enemigo. Elige una criatura que puedas ver dentro del alcance para que realice una tirada de salvación de Constitución. Si la tirada de salvación falla, el objetivo queda cegado o ensordecido (a tu elección) durante la duración del conjuro. Al final de cada turno, el objetivo puede realizar una tirada de salvación de Constitución. En caso de éxito, el conjuro finaliza ;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 3 o superior, puedes elegir como objetivo una criatura adicional por cada nivel de espacio de conjuros por encima de nivel 2. ;30;1;0;0;;0;0;1 Accion;6;2;1 minuto
244;Cerradura arcana [Arcane Lock] ;Toca una puerta, ventana, umbral, cofre u otra entrada cerrada, y esta queda cerrada mágicamente mientras dure el conjuro. Tú y las criaturas que designes Cuando lanzas este conjuro pueden abrir el objeto de forma normal. También puedes establecer una contraseña que cuando se pronuncie a menos de 5 pies (1 casillas, 1,5 m) del objeto, suprima el conjuro durante 1 minuto. De otra manera, el objeto no se puede abrir hasta que sea roto o el conjuro sea disipado o suprimido. Lanzar el conjuro de apertura [knock] sobre el objeto suprime el efecto de cerradura arcana [Arcane Lock] durante 10 minutos.<br>Mientras el objeto esté afectado por este conjuro, es más difícil de romper o de abrir por la fuerza la CD para romperlo o abrir cualquier cerradura aumenta en 10.;;1;1;1;1;polvo de oro por valor de 25 po, que el conjuro consume ;0;0;1 Accion;3;2;hasta ser disipado
245;Círculo de muerte [Circle of Death] ;Una esfera de energía negativa se propaga en una esfera de 60 pies de radio desde un punto dentro del alcance. Cada criatura que se encuentre en esa área debe hacer una tirada de salvación de Constitución. Si falla la tirada recibirá 8d6 puntos de daño necrótico, o la mitad si tiene éxito. ;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 7 o superior, el daño se incrementa en 2d6 por cada nivel de espacio de conjuros por encima de nivel 6. ;150;1;1;1; el polvo de una perla negra triturada con un valor de al menos 500po;0;0;1 Accion;6;6;instantaneo
246;Círculo de poder [Circle of Power] ;Irradias energía divina, distorsionando y difuminando la energía mágica a 30 pies (6 casillas, 9 m) de ti. Hasta que finalice el conjuro, la esfera se mueve contigo, centrada en ti, y cada criatura amiga dentro del área de la esfera (incluido tú) tiene ventaja en las tiradas de salvación contra conjuros y otros efectos mágicos. Además, cuando una criatura afectada por este hechizo, consigue superar una tirada de salvación contra un conjuro, o efecto mágico que permite reducir a la mitad el daño en caso de éxito, si supera la tirada salvación, en vez de reducir a la mitad no sufre ningún daño. ;;0;1;0;0;;0;1;1 Accion;3;5;Hasta 10 minutos
247;Círculo de teletransporte [Teleportation Circle] ;Mientras lanzas el conjuro, dibujas un círculo de 10 pies de diámetro en el suelo inscrito con sellos que vinculan tu localización a un círculo de teletransporte permanente de tu elección en el mismo plano de existencia que tú. Un portal brillante se abre en el círculo que has dibujado y permanece abierto hasta el final de tu próximo turno. Cualquier criatura que entre en el portal aparece instantáneamente a 5 pies (1 casilla, 1.5 m) del círculo de destino o en el espacio libre más cercano, si el espacio está ocupado.<br>La mayoría de templos mayores, gremios, y otros sitios importantes tienen círculos de teletransporte permanentes inscritos en algún sitio de sus dominios. Cada círculo incluye una secuencia de sellos. Cuando ganas la habilidad de lanzar este conjuro, aprendes la secuencia de sellos de dos destinos del Plano Material, determinados por el DM. Puedes aprender secuencias de sellos adicionales durante tus aventuras. Puedes considerar memorizada una secuencia de sellos nueva si la estudias durante 1 minuto<br>Puedes crear un círculo de teletransporte permanente realizando este conjuro en la misma localización cada día durante un año. Necesitas no usar el círculo para teletransportarte cuando realizas el conjuro de esta manera.;;10;1;0;1;tizas raras y tinta preparada con gemas preciosas por valor de 50 po, que el conjuro consume ;0;0;1 minuto;1;5;1 Asalto
248;Círculo mágico [Magic Circle] ;Creas un cilindro de energía mágica de 10 pies (2 casillas, 3 m) de radio y 20 pies (4 casillas, 6 m) de altura centrado en un punto del suelo que puedas ver dentro del alcance. Runas resplandecientes aparecen allí donde el cilindro hace intersección con el suelo u otras superficies <br>Elige uno o más de los siguientes tipos de criaturas: celestial, elemental, feérico, infernal, o muerto viviente. El círculo afecta una criatura del tipo elegido de las siguientes formas:<br>• La criatura no puede entrar voluntariamente al cilindro por medios no mágicos. Si la criatura intenta usar teletransportación o viaje intraplanar para hacerlo, primero debe superar una tirada de salvación de Carisma.<br>• La criatura tiene desventaja en las tiradas de ataque contra objetivos dentro del cilindro.<br>• Los objetivos dentro del cilindro no pueden ser encantados, asustados o poseídos por la criatura.<br>Cuando lanzas este conjuro, puedes elegir causar que su magia opere en el sentido inverso, previniendo que una criatura del tipo elegido abandone el cilindro y protegiendo a los objetivos fuera del mismo;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 4 o superior, la duración se incrementa en 1 hora por cada nivel de espacio de conjuros por encima de nivel 3.;10;1;1;1;agua sagrada o plata y hierro en polvo por valor de al menos 100 po, que el conjuro consume;0;0;1 minuto;3;3;1 hora
249;Clarividencia [Clairvoyance] ;(1 milla de distancia, 1,6 Km)Creas un sensor invisible dentro del alcance del conjuro en una localización que te sea familiar (un lugar que ya hayas visitado o visto con anterioridad) o en una localización obvia aunque no te sea familiar (por ejemplo detrás de una puerta, tras una esquina o en una arboleda). El sensor permanece ahí hasta que finalice el efecto del conjuro y no puede ser atacado, ni se puede interactuar con él.<br>Cuando lanzas este conjuro eliges si quieres ver u oír. Puedes utilizar el sentido elegido tal y como si estuvieras en la localización del sensor. En tu acción, puedes elegir cambiar el sentido utilizado entre ver y oír.<br>Una criatura que detecte el sensor (por ejemplo, aquellas criaturas que posean ver invisibilidad [see invisibility] o visión verdadera) verá un orbe luminoso e intangible del tamaño de un puño.;;5280;1;1;1;un foco con valor de 100 po, ya sea un cuerno enjoyado para escuchar o un ojo de cristal para ver ;0;1;10 minutos;8;3;Hasta 10 minutos
250;Clonar [Clone] ;"Este conjuro hace crecer un duplicado inerte de una criatura viva como garantía contra la muerte. Este clon se forma dentro de un recipiente sellado y adquiere su tamaño final y madurez después de 120 días; además también puedes hacer que el clon sea una versión más joven de la misma criatura. El clon permanecerá inerte hasta la eternidad mientras su recipiente no sea profanado.<br>En cualquier momento después de que el clon madure, si la criatura original muere, su alma es transferida al clon, siempre y cuando el alma sea libre y quiera regresar. El clon es físicamente idéntico al original y tiene la misma personalidad, memoria y habilidades, pero no conserva nada del equipamiento que pudiera llevar. El cuerpo de la criatura original perdura, si todavía existe, en estado inerte, y no puede ser devuelto a la vida ya que su alma no está disponible.";;1;1;1;1;un diamante por valor de 1.000 po, y al menos una pulgada cú- bica (1cm3 aprox.) de materia de la criatura que va a ser clonada, que el conjuro consume, y un recipiente por valor de 2.000 po que tenga una tapa estanca y que sea lo suficientemente grande para albergar una criatura de tamaño Medio, como por ejemplo una urna enorme, un ataúd, una tumba arcillosa cavada en el suelo o un contenedor de crista lleno de agua salada;0;0;1 hora;6;8;instantaneo
251;Cobijo seguro de Leomund [Leomund’s Tiny Hut] ;Una cúpula inmóvil de fuerza de 10 pies (2 casillas, 3 m) de radio cobra existencia alrededor y por encima de ti y permanece estática mientras dura el conjuro. El hechizo termina si sales del área <br>Nueve criaturas de tamaño mediano o menor pueden caber dentro contigo. El conjuro falla si su área incluye una criatura mayor o más de nueve criaturas. Las criaturas y objetos que se encuentren dentro de la cúpula cuando lanzas el conjuro pueden moverse por ella libremente. El resto de criaturas y objetos quedan impedidas de pasar a través de ella. Conjuros y otros efectos mágicos no se pueden extender a través de la cúpula o ser lanzados a través de ella. La atmósfera del espacio interior es confortable y seca, independientemente del tiempo en el exterior.<br>Hasta que el conjuro finalice, puedes hacer que el interior quede iluminado en luz tenue o a oscuras. La cúpula es opaca desde el exterior, del color que elijas, pero es transparente desde el interior.;;0;1;1;1;una pequeña cuenta de cristal;1;0;1 minuto;2;3;8 horas
252;Cofre secreto de Leomund [Leomund’s Secret Chest];Escondes un cofre y todo su contenido en el Plano Etéreo. Debes tocar el cofre y la réplica en miniatura que funcionan como componentes materiales del conjuro. El cofre puede contener hasta 12 pies cúbicos (340 litros [0,34 m³]) de material no vivo (3 pies [90 cm] por 2 pies [60 cm] por 2 pies [60 cm])<br>Mientras el cofre permanezca en el Plano Etéreo, puedes usar una acción y tocar la réplica para traer de vuelta el cofre.<br>Éste aparece en un espacio desocupado en el suelo a 5 pies (1 casilla, 1,5 m) de ti. Puedes enviar de vuelta el cofre al Plano Etéreo usando una acción y tocando ambos cofres.<br>Después de 60 días, hay una probabilidad de un 5 por ciento acumulativo por día de que el efecto del conjuro finalice. Este efecto termina si lanzas el conjuro otra vez, si la réplica pequeña del cofre es destruida, o si eliges terminar el conjuro como una acción. Si el conjuro finaliza y el cofre grande está en el Plano Etéreo, se pierde irremediablemente.;;1;1;1;1;un cofre exquisito, de 3 pies [90 cm] por 2 pies [60 cm] por 2 pies [60 cm], construido con materiales raros por valor de al menos 5.000 po, y una réplica diminuta creada con los mismos materiales por valor de al menos 50 po;0;0;1 Accion;1;4;instantaneo
253;Comprensión idiomática [Comprehend Languages];Mientras dura el conjuro, comprendes el significado literal de cualquier idioma hablado que oigas. También comprendes cualquier idioma escrito que veas, pero debes estar tocando la superficie sobre la cual están escritas las palabras. Es necesario alrededor de 1 minuto para leer una página de texto.<br>Este conjuro no descifra mensajes secretos en un texto o un glifo, como en un sello arcano, que no es parte de un idioma escrito.;;0;1;1;1;una pizca de hollín y de sal;1;0;1 Accion;8;1;1 hora
254;Compulsión [Compulsion];Las criaturas a tu elección que puedas ver y te puedan oír dentro del alcance del conjuro deben realizar una tirada de salvación de Sabiduría. Un objetivo supera esta tirada de salvación automáticamente si no puede ser encantado. En caso de que la tirada falle, el objetivo se verá afectado por el conjuro. Hasta que el conjuro finalice, puedes utilizar una acción adicional en cada uno de tus turnos para elegir una dirección horizontal a ti. Cada objetivo afectado por el conjuro, en su siguiente turno, debe utilizar el máximo de su capacidad de movimiento para moverse en esa dirección. El objetivo puede realizar su acción antes de moverse. Después de moverse de este modo, puede realizar una tirada de salvación de Sabiduría para intentar finalizar el efecto.<br>Un objetivo no puede ser forzado a caminar hacia un peligro mortal, como por ejemplo caminar hacia el fuego o hacia un pozo, pero puede provocar ataques de oportunidad al moverse en la dirección indicada.;;30;1;1;0;;0;1;1 Accion;5;4;Hasta 1 minuto
255;Comunión [Commune] ;Contactas con tu deidad o una representación divina pudiendo realizar hasta tres preguntas que pueden ser respondidas con sí o no. Debes realizar tus preguntas antes de que finalice el conjuro. Recibes una respuesta correcta a cada pregunta.<br>Los seres divinos no son necesariamente omniscientes, así que podrías recibir como respuesta un “no lo tengo claro” si una pregunta tiene que ver con información que se encuentra más allá del conocimiento de la deidad. En el caso de que dar una repuesta de una sola palabra pudiese inducir a error o se oponga a los intereses de la deidad, el DM podría en su lugar ofrecer una frase breve como respuesta.<br>Si lanzas el conjuro dos o más veces antes de finalizar tu próximo descanso prolongado, existe un 25% acumulativo de posibilidades por cada lanzamiento después del primero de que no obtengas respuesta. El DM realiza esta tirada en secreto.;;0;1;1;1; incienso y un vial de agua bendita o sacrílega;1;0;1 minuto;8;5;1 minuto
256;Comunión con la naturaleza [Commune with Nature] ;Te conviertes en uno con la naturaleza por un breve tiempo y obtienes conocimientos sobre el territorio circundante. En el exterior, el conjuro te proporciona conocimiento de la tierra hasta 3 millas (4,8km aprox.) de donde lo lanzas. En cuevas y otros entornos subterráneos naturales, el radio de conocimiento se limita a 300 pies (60 casillas, 90 m). El conjuro no funciona si el lugar ha sido modificado por construcciones, como por ejemplo, en una mazmorra o en una ciudad<br>Inmediatamente ganas conocimiento a tu elección de cualquiera de los siguientes hechos relativos a los siguientes elementos que se encuentran en la zona:<br>• Terrenos y cuerpos de agua<br>• Plantas nativas de la zona, minerales, animales o gentes.<br>• Poderosos celestiales, feéricos, infernales, elementales o muertos vivientes.<br> • Influencia desde otros planos de existencia.<br>• Edificios.<br>Por ejemplo, puedes llegar a conocer la localización de una poderosa área de muertos vivientes, la localización de manantiales de agua potable, o la localización de cualquier ciudad cercana.;;0;1;1;0;;1;0;1 minuto;8;5;instantaneo
257;Confusión [Confusion] ;Este conjuro penetra en la mente de las criaturas y las confunde, generándoles delirios y provocándoles acciones incontroladas. Cada criatura dentro de una esfera con un radio de 10 pies (2 casillas, 3 m) centrada en un punto que elijas dentro del alcance del conjuro debe superar una tirada de salvación de Sabiduría para no verse afectada por él<br>Una criatura afectada no puede realizar reacciones y debe tirar un d10 al comienzo de sus turnos para determinar su comportamiento a lo largo del mismo.<br><br><b>d10 — Comportamiento</b><br>1 -La criatura usa todo su movimiento para moverse en una dirección aleatoria. Para determinar en qué dirección se mueve, tira 1d8 y asigna una dirección a cada cara del dado. La criatura no puede realizar ninguna acción en su turno<br>2-6 - La criatura ni se mueve ni realiza acciones en su turno.<br>7-8 - La criatura usa su acción para realizar un ataque de cuerpo a cuerpo contra un criatura determinada aleatoriamente que esté a su alcance. Si no hay criatura cerca de ella, la criatura no hace nada en este turno<br>9-10 - La criatura puede actuar y moverse de forma normal.<br><br>Al final de cada turno, una criatura afectada puede realizar de nuevo una tirada de salvación de Sabiduría. Si la supera, el efecto del conjuro finaliza para ella.;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 5 o superior, el radio de la esfera crece en 5 pies (1 casillas, 1,5 m) por cada nivel de espacio de conjuros por encima de nivel 4.;90;1;1;1;3 cáscaras de nuez;0;1;1 Accion;5;4;Hasta 1 minuto
258;Conjurar animales [Conjure Animals] ;Convocas espíritus feéricos que toman la apariencia de bestias que aparecen en espacios desocupados que puedas ver dentro del alcance del conjuro. Elige una de las siguientes opciones para determinar la aparición que se produce: <br>• Una bestia con valor de desafío 2 o inferior.<br>• Dos bestias con valor de desafío 1 o inferior.<br>• Cuatro bestias con valor de desafío 1/2 o inferior.<br>• Ocho bestias con valor de desafío 1/4 o inferior.<br>Cada bestia se considera feérica y desaparece cuando alcanza los 0 Puntos de Golpe o finaliza el conjuro.<br>Las criaturas invocadas son amistosas contigo y con tus compañeros. Haz una tirada de iniciativa grupal para determinar el orden de sus propios turnos. Ellas obedecen cualquier orden verbal que les mandes (para lo cual no necesitas gastar ningún tipo de acción). Si no les ordenas nada, actuarán sólo en defensa propia contra criaturas hostiles, de otro modo no tomaran acciones. El DM tiene las estadísticas de estas criaturas.; Cuando lanzas este hechizo usando espacios de conjuros superiores, puedes elegir invocar cualquiera de las opciones presentada arriba, y adicionalmente aparecerán más criaturas: el doble si lo lanzas con un espacio de conjuros de nivel 5, el triple con el de nivel 7, y cuatro veces más con el de nivel 9.;60;1;1;0;;0;1;1 Accion;1;3;Hasta 1 hora
259;Conjurar bombardeo [Conjure Barrage] ;Arrojas un arma no mágica o disparas un proyectil de munición no mágica al aire para crear un cono de armas idénticas que se lanzan y luego desaparecen. Cada criatura que se encuentre en un cono de 60 pies (12 casillas, 18 m) debe realizar una tirada de salvación de Destreza. Si la criatura falla la tirada sufre 3d8 puntos de daño por fuego, y la mitad de daño con una salvación con éxito. El tipo de daño que recibe el objetivo es el mismo que el daño que provoca el arma o la munición usada como componente.;;0;1;1;1;un proyectil de munición o un arma arrojadiza.;0;0;1 Accion;1;3;instantaneo
260;Conjurar celestial [Conjure Celestial] ;Invocas a un ser celestial con un valor de desafío de 4 o inferior que aparece en un espacio desocupado que puedas ver dentro del alcance del conjuro. El celestial desaparece en cuanto alcanza los 0 Puntos de Golpe o finaliza el conjuro.<br>El ser celestial es amistoso contigo y con tus compañeros. Haz una tirada de iniciativa para determinar el orden de sus propios turnos. El celestial obedece cualquier orden verbal que le mandes (para lo cual no necesitas gastar ningún tipo de acción), siempre y cuando no viole su alineamiento. Si no le ordenas nada, actuará sólo en defensa propia contra criaturas hostiles, de otro modo no tomará acciones.<br>El DM tiene las estadísticas del celestial.;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 9, invocas a una criatura celestial que supone un valor de desafío de 5 o inferior.;90;1;1;0;;0;1;1 minuto;1;7;Hasta 1 hora
261;Conjurar descarga [Conjure Volley] ;Lanzas un arma no mágica o arrojas un proyectil de munición no mágica al aire y eliges un punto dentro del alcance del conjuro. Cientos de duplicados de la munición o el arma utilizados caen del cielo como si fueran una descarga y luego desaparecen. Cada criatura que se encuentre en un cilindro de 40 pies (8 casillas, 12 m) de radio y 20 pies (4 casillas, 6 m) de altura centrado en el punto elegido debe realizar una tirada de salvación de Destreza. Si la criatura falla la tirada sufre 8d8 puntos de daño, o la mitad si supera la tirada. El tipo de daño es el mismo que el del arma o la munición empleada en el conjuro.;;150;1;1;1;un proyectil de munición o un arma arrojadiza.;0;0;1 Accion;1;5;instantaneo
262;Conjurar elemental [Conjure Elemental] ;Invocas a un sirviente elemental. Elige un área dentro del alcance del conjuro, de aire, tierra, fuego o agua que llene al menos un cubo de 10 pies (2 casillas, 3 m). El elemental apropiado, con un Valor de desafío de 5 o inferior, aparece a 10 pies del área elegida. Por ejemplo, un elemental de fuego emerge de una hoguera, y un elemental de tierra lo hace desde el suelo. El elemental desaparece cuando sus Puntos de Golpe llegan a 0 o finaliza el conjuro.<br>El elemental es amistoso contigo y con tus compañeros. Haz una tirada de iniciativa para determinar el orden de sus propios turnos. El elemental obedece cualquier orden verbal que le mandes (para lo cual no necesitas gastar ningún tipo de acción). Si no le ordenas nada, actuará sólo en defensa propia contra criaturas hostiles, de otro modo no tomará acciones.<br>Si se rompe tu concentración, el elemental no desaparece, al contrario, permanece donde estaba pero pierdes el control sobre él, volviéndose hostil contra ti y tus compañeros, atacándote. No puedes cancelar a un elemental descontrolado y solo desaparecerá cuando transcurra una hora después de su aparición.<br>El DM tiene las estadísticas de esta criatura.;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 6 o superior, el valor de desafío que supone la criatura se incrementa en 1 por cada nivel de espacio de conjuros por encima de nivel 5.;90;1;1;1;quemar incienso para invocar el elemental de aire, arcilla blanda para el de tierra, azufre y fósforo para el de fuego, o agua y arena para el de agua.;0;1;1 minuto;1;5;Hasta 1  hora
263;Conjurar elementales menores [Conjure Minor Elementals] ;Convocas elementales que aparecen en espacios desocupados que puedes ver dentro del alcance del conjuro. Elige una de las siguientes opciones para determinar la aparición que se produce:<br>• Un elemental con valor de desafío de 2 o inferior.<br>• Dos elementales con valor de desafío de 1 o inferior<br>• Cuatro elementales con valor de desafío de 1/2 o inferior.<br>• Ocho elementales con valor de desafío de 1/4 o inferior.<br>Cada elemental invocado por este conjuro desaparece cuando alcanza los 0 Puntos de Golpe o finaliza el conjuro.<br>Los elementales invocados son amistosos contigo y con tus compañeros. Haz una tirada de iniciativa grupal para determinar el orden de sus propios turnos. Los elementales menores obedecen cualquier orden verbal que les mandes (para lo cual no necesitas gastar ningún tipo de acción). Si no les ordenas nada, actuarán sólo en defensa propia contra criaturas hostiles, de otro modo no tomarán acciones.<br>El DM tiene las estadísticas de estas criaturas.;Cuando lanzas este hechizo usando espacios de conjuro superiores, puedes elegir invocar cualquiera de las opciones presentada arriba, y adicionalmente aparecerán más criaturas: el doble si lo lanzas con un espacio de conjuro de nivel 6, y el triple con el de nivel 8.;90;1;1;0;;0;1;1 minuto;1;4;Hasta 1  hora
264;Conjurar ser feérico [Conjure Fey] ;Invocas a una criatura feérica con valor de desafío de 6 o inferior, o a un espíritu feérico para que tome la forma de una bestia con valor de desafío de 6 o inferior. Aparece en un espacio desocupado que puedas ver dentro del alcance del conjuro. La criatura feérica desaparece cuando sus Puntos de Golpe llegan a 0 o finaliza el conjuro<br>La criatura feérica es amistosa contigo y con tus compañeros. Haz una tirada de iniciativa para determinar el orden de sus propios turnos. El ser feérico obedece cualquier orden verbal que le mandes (para lo cual no necesitas gastar ningún tipo de acción) siempre y cuando no viole su alineamiento. Si no le ordenas nada, actuará sólo en defensa propia contra criaturas hostiles, de otro modo no tomará acciones<br>Si se rompe tu concentración, la criatura feérica no desaparece, al contrario, permanece donde estaba pero pierdes el control sobre ella, volviéndose hostil contra ti y tus compañeros, atacándote. No puedes cancelar a una criatura feérica descontrolada y solo desaparecerá cuando transcurra una hora después de su aparición.<br>El DM tiene las estadísticas de esta criatura.;Cuando lanzas este hechizo usando un espacio de conjuros de nivel 7 o superior, el valor de desafío que supone la criatura se incrementa en 1 por cada nivel de espacio de conjuros por encima de nivel 6.;90;1;1;0;;0;1;1 minuto;1;6;Hasta 1 hora
